P62316	SnrPd2	K11096	118
P62318	SnrPd3	K11088	126
P62304	SnrPe	K11097	92
P62306	SnrPf	K11098	127
P62308	SnrPg	K11099	96
P08621	SnrNp70	K11093	437
P09012	SnrPa	K11091	282
Q5TAL4	SnrPc	K11095	159
P09234	SnrPc	K11095	159
P17844	Ddx5	K12823	614
Q6NWY9	PrpF40b	K12821	871
Q05C41	PrpF40a	K12821	957
O75400	PrpF40a	K12821	957
E9PFS0	PrpF40a	K12821	957
P49756	Rbm25	K12822	843
O14776	TceRg1	K12824	1098
P14678	SnrPb	K11086	288
Q66K91	SnrPb	K11086	288
P62314	SnrPd1	K11087	119
P62316	SnrPd2	K11096	118
P62318	SnrPd3	K11088	126
P62304	SnrPe	K11097	92
P62306	SnrPf	K11098	127
P62308	SnrPg	K11099	96
P09661	SnrPa1	K11092	255
P08579	SnrPb2	K11094	225
Q15459	Sf3A1	K12825	793
E9PAW1	Sf3A1	K12825	793
Q15428	Sf3A2	K12826	481
Q05DF2	Sf3A2	K12826	481
Q12874	Sf3A3	K12827	501
B3KY12	Sf3A3	K12827	501
A0JLT9	Sf3B1	K12828	1304
O75533	Sf3B1	K12828	1304
Q7Z497	Sf3B1	K12828	1304
E9PCH3	Sf3B1	K12828	1304
Q13435	Sf3B2	K12829	895
Q15393	Sf3B3	K12830	1217
A8K6V3	Sf3B3	K12830	1217
Q15427	Sf3B4	K12831	424
B3KUJ0	Sf3B4	K12831	424
Q9BWJ5	Sf3B5	K12832	86
Q9Y3B4	Sf3B14	K12833	125
Q53TM1	Sf3B14	K12833	125
Q86XP3	Ddx42	K12835	938
Q7RTV0	Phf5a	K12834	110
Q7Z780	U2aF1	K12836	240
Q01081	U2aF1	K12836	240
Q701P4	U2aF1	K12836	240
Q71RF1	U2aF1	K12836	240
P26368	U2aF2	K12837	475
Q8IWX8	CheRp	K12841	916
O43143	Dhx15	K12820	795
Q7L014	Ddx46	K12811	1031
Q9UHX1	Puf60	K12838	559
Q96I25	Rbm17	K12840	401
Q5W009	Rbm17	K12840	401
O75940	SmnDc1	K12839	238
O15042	Sr140	K12842	1029
P14678	SnrPb	K11086	288
Q66K91	SnrPb	K11086	288
P62314	SnrPd1	K11087	119
P62316	SnrPd2	K11096	118
P62318	SnrPd3	K11088	126
P62304	SnrPe	K11097	92
P62306	SnrPf	K11098	127
P62308	SnrPg	K11099	96
Q6FGG1	Lsm2	K12621	95
Q9Y333	Lsm2	K12621	95
P62310	Lsm3	K12622	102
Q9Y4Z0	Lsm4	K12623	139
Q9Y4Y9	Lsm5	K12624	91
P62312	Lsm6	K12625	80
Q4W5J5	Lsm6	K12625	80
Q9UK45	Lsm7	K12626	103
O95777	Naa38	K12627	96
A4D0W0	Naa38	K12627	96
O43395	PrpF3	K12843	683
O43172	PrpF4	K12662	522
O43447	PpiH	K09567	177
Q6FH36	PpiH	K09567	177
Q8WWY3	PrpF31	K12844	499
F1T0A5	PrpF31	K12844	499
P55769	Nhp2l1	K12845	132
Q6FHM6	Nhp2l1	K12845	132
Q15029	EftUd2	K12852	972
B4DK30	EftUd2	K12852	972
B3KX19	EftUd2	K12852	972
O94906	PrpF6	K12855	941
Q6P2Q9	PrpF8	K12856	2335
Q96DI7	SnrNp40	K12857	409
A0MNP2	SnrNp40	K12857	409
O75643	SnrNp200	K12854	2136
Q9BUQ8	Ddx23	K12858	820
B3KY11	Ddx23	K12858	820
P83876	TxnL4a	K12859	142
O95400	Cd2Bp2	K13099	341
O43290	SarT1	K11984	800
Q53GS9	Usp39	K12847	565
A8K513	SnrNp27	K12846	158
Q8WVK2	SnrNp27	K12846	158
Q96NC0	ZmaT2	K12848	199
Q8NAV1	PrpF38a	K12849	312
Q5VTL8	PrpF38b	K12850	546
Q69YH0	PrpF38b	K12850	546
Q9HCG8	Cwc22	K13100	908
Q5SQH4	Dhx16	K12813	1041
O60231	Dhx16	K12813	1041
B4DZ28	Dhx16	K12813	1041
Q92917	GpkOw	K13101	476
P04792	HspB1	K04455	205
O60870	Kin	K13102	393
Q13356	PpiL2	K10598	520
Q3MHC9	SkiV2l2	K12598	1042
P42285	SkiV2l2	K12598	1042
Q96NB3	Znf830	K13104	372
Q9UMS4	PrpF19	K10599	504
Q99459	Cdc5l	K12860	802
B2R7W3	BcaS2	K12861	225
O75934	BcaS2	K12861	225
O43660	PlrG1	K12862	514
Q9P013	Cwc15	K12863	229
Q8WYA6	CtnNbl1	K12864	563
B3KTT5	HspA1a	K03283	641
P08107	HspA1a	K03283	641
A8K5I0	HspA1a	K03283	641
P08107	HspA1b	K03283	641
A8K5I0	HspA1b	K03283	641
P34931	HspA1l	K03283	641
P54652	HspA2	K03283	639
P17066	HspA6	K03283	643
P11142	HspA8	K03283	646
Q53HF2	HspA8	K03283	646
O60828	PqbP1	K12865	265
Q9Y2W2	Wbp11	K12866	641
Q13573	Snw1	K06063	571
Q9HCS7	Xab2	K12867	855
O95926	Syf2	K12868	243
Q9BZJ0	CrnKl1	K12869	848
O60306	Aqr	K12874	1485
P41223	Bud31	K12873	145
Q8WUD4	CcdC12	K12871	166
Q9ULR0	Isy1	K12870	285
Q3S611	PpiE	K09564	314
Q9UNP9	PpiE	K09564	314
Q5TGA3	PpiE	K09564	314
Q9Y3C6	PpiL1	K12733	166
Q96FT4	PrcC	K13105	491
Q92733	PrcC	K13105	491
Q9NW64	Rbm22	K12872	420
Q9BRD0	Bud13	K13106	619
Q9Y388	RbmX2	K13107	322
Q05DU0	RbmX2	K13107	322
B1AK66	SniP1	K13108	396
Q8TAD8	SniP1	K13108	396
Q13123	Ik	K13109	557
Q9UK43	Ik	K13109	557
Q95HA6	Ik	K13109	557
P55081	MfaP1	K13110	439
Q2TAY7	Smu1	K13111	513
A0MNN4	Smu1	K13111	513
Q9Y2W1	ThrAp3	K13112	955
Q9BZL1	Ubl5	K13113	73
P14678	SnrPb	K11086	288
Q66K91	SnrPb	K11086	288
P62314	SnrPd1	K11087	119
P62316	SnrPd2	K11096	118
P62318	SnrPd3	K11088	126
P62304	SnrPe	K11097	92
P62306	SnrPf	K11098	127
P62308	SnrPg	K11099	96
Q6FGG1	Lsm2	K12621	95
Q9Y333	Lsm2	K12621	95
P62310	Lsm3	K12622	102
P09661	SnrPa1	K11092	255
P08579	SnrPb2	K11094	225
Q15459	Sf3A1	K12825	793
E9PAW1	Sf3A1	K12825	793
Q15428	Sf3A2	K12826	481
Q05DF2	Sf3A2	K12826	481
Q12874	Sf3A3	K12827	501
B3KY12	Sf3A3	K12827	501
A0JLT9	Sf3B1	K12828	1304
O75533	Sf3B1	K12828	1304
Q7Z497	Sf3B1	K12828	1304
E9PCH3	Sf3B1	K12828	1304
Q13435	Sf3B2	K12829	895
Q15393	Sf3B3	K12830	1217
A8K6V3	Sf3B3	K12830	1217
Q15427	Sf3B4	K12831	424
B3KUJ0	Sf3B4	K12831	424
Q9BWJ5	Sf3B5	K12832	86
Q9Y3B4	Sf3B14	K12833	125
Q53TM1	Sf3B14	K12833	125
Q86XP3	Ddx42	K12835	938
Q7RTV0	Phf5a	K12834	110
P14678	SnrPb	K11086	288
Q66K91	SnrPb	K11086	288
P62314	SnrPd1	K11087	119
P62316	SnrPd2	K11096	118
P62318	SnrPd3	K11088	126
P62304	SnrPe	K11097	92
P62306	SnrPf	K11098	127
P62308	SnrPg	K11099	96
Q15029	EftUd2	K12852	972
B4DK30	EftUd2	K12852	972
B3KX19	EftUd2	K12852	972
O75643	SnrNp200	K12854	2136
O94906	PrpF6	K12855	941
Q6P2Q9	PrpF8	K12856	2335
Q96DI7	SnrNp40	K12857	409
A0MNP2	SnrNp40	K12857	409
Q9BUQ8	Ddx23	K12858	820
B3KY11	Ddx23	K12858	820
O43290	SarT1	K11984	800
Q96NC0	ZmaT2	K12848	199
Q8NAV1	PrpF38a	K12849	312
Q5VTL8	PrpF38b	K12850	546
Q69YH0	PrpF38b	K12850	546
Q9HCG8	Cwc22	K13100	908
Q5SQH4	Dhx16	K12813	1041
O60231	Dhx16	K12813	1041
B4DZ28	Dhx16	K12813	1041
Q92917	GpkOw	K13101	476
P04792	HspB1	K04455	205
O60870	Kin	K13102	393
Q13356	PpiL2	K10598	520
Q3MHC9	SkiV2l2	K12598	1042
P42285	SkiV2l2	K12598	1042
Q96NB3	Znf830	K13104	372
O43143	Dhx15	K12820	795
Q9UBB9	TfiP11	K13103	837
Q9UMS4	PrpF19	K10599	504
Q99459	Cdc5l	K12860	802
B2R7W3	BcaS2	K12861	225
O75934	BcaS2	K12861	225
Q8WYA6	CtnNbl1	K12864	563
Q9P013	Cwc15	K12863	229
O43660	PlrG1	K12862	514
B3KTT5	HspA1a	K03283	641
P08107	HspA1a	K03283	641
A8K5I0	HspA1a	K03283	641
P08107	HspA1b	K03283	641
A8K5I0	HspA1b	K03283	641
P34931	HspA1l	K03283	641
P54652	HspA2	K03283	639
P17066	HspA6	K03283	643
P11142	HspA8	K03283	646
Q53HF2	HspA8	K03283	646
Q13573	Snw1	K06063	571
Q9HCS7	Xab2	K12867	855
O95926	Syf2	K12868	243
Q9BZJ0	CrnKl1	K12869	848
O60306	Aqr	K12874	1485
P41223	Bud31	K12873	145
Q8WUD4	CcdC12	K12871	166
Q9ULR0	Isy1	K12870	285
Q9Y3C6	PpiL1	K12733	166
Q3S611	PpiE	K09564	314
Q9UNP9	PpiE	K09564	314
Q5TGA3	PpiE	K09564	314
Q9NW64	Rbm22	K12872	420
Q9BRD0	Bud13	K13106	619
Q9Y388	RbmX2	K13107	322
Q05DU0	RbmX2	K13107	322
B1AK66	SniP1	K13108	396
Q8TAD8	SniP1	K13108	396
B4DQZ7	AciN1	K12875	1341
Q9UKV3	AciN1	K12875	1341
B2RTT4	AciN1	K12875	1341
Q13838	Bat1	K12812	487
P38919	Eif4a3	K13025	411
P61326	MagOh	K12877	146
Q96A72	MagOhb	K12877	148
Q9H307	Pnn	K13114	717
Q9Y5S9	Rbm8a	K12876	174
Q96FV9	ThoC1	K12878	657
Q8NI27	ThoC2	K12879	1593
Q96J01	ThoC3	K12880	351
E9PB61	ThoC4	K12881	264
Q86V81	ThoC4	K12881	264
O60508	Cdc40	K12816	579
Q99633	PrpF18	K12817	342
O95391	Slu7	K12819	586
Q14562	Dhx8	K12818	1220
Q92620	Dhx38	K12815	1227
Q9H2H8	PpiL3	K12734	161
Q8WUA2	PpiL4	K12735	492
Q13427	PpiG	K09566	754
Q96BP3	PpwD1	K12736	646
Q6UX04	Cwc27	K12737	472
P13994	CcdC130	K13115	396
Q9UJV9	Ddx41	K13116	622
Q9H5Z1	Dhx35	K13117	703
F5GXM6	Dhx35	K13117	703
Q96DF8	DgcR14	K13118	476
Q9Y247	Fam50b	K13119	325
Q14320	Fam50a	K13119	339
Q9Y421	Fam32a	K13120	112
Q70Z53	Fra10ac1	K13121	315
Q14331	Frg1	K13122	258
Q9BRR8	GpaTch1	K13123	931
Q9BRX9	Wdr83	K13124	315
Q9Y314	NosIp	K13125	301
P11940	PabPc1	K13126	636
O15541	Rnf113a	K13127	343
Q9UBB9	TfiP11	K13103	837
Q6NZY4	ZccHc8	K13128	707
Q16637	Smn1	K13129	294
Q16637	Smn2	K13129	294
O14893	Sip1	K13130	1463
Q9UHI6	Ddx20	K13131	824
Q9H4N4	Ddx20	K13131	824
P57678	GemIn4	K13132	1058
Q8WUM5	GemIn4	K13132	1058
Q58EZ8	GemIn5	K13133	1508
Q8TEQ6	GemIn5	K13133	1508
Q8WXD5	GemIn6	K13134	167
Q9H840	GemIn7	K13135	131
Q9NWZ8	GemIn8	K13136	242
Q9Y3F4	StrAp	K13137	363
Q8N201	IntS1	K13138	2190
Q9H0H0	IntS2	K13139	1204
Q68E01	IntS3	K13140	1043
Q96HW7	IntS4	K13141	963
Q6P9B9	IntS5	K13142	1019
Q9UL03	IntS6	K13143	887
Q9NVH2	IntS7	K13144	962
B4DLZ6	IntS7	K13144	962
Q75QN2	IntS8	K13145	995
B7Z6M5	IntS9	K13146	658
Q9NV88	IntS9	K13146	658
B7Z560	IntS9	K13146	658
Q9NVR2	IntS10	K13147	710
Q5TA45	CpsF3l	K13148	606
B3KPR3	CpsF3l	K13148	606
Q96CB8	IntS12	K13149	462
P38432	CoiL	K13150	576
O75940	SmnDc1	K12839	238
O95149	SnuPn	K13151	402
Q9UDW3	ZmaT5	K13152	170
Q9BV90	SnrNp25	K13153	132
Q8TBF4	ZcrB1	K13154	217
Q16560	SnrNp35	K13155	246
Q6IEG0	SnrNp48	K13156	339
Q96LT9	RnpC3	K13157	517
Q13151	HnrNpa0	K12894	305
P22626	HnrNpa2b1	K13158	353
Q99729	HnrNpab	K13044	332
Q14103	HnrNpd	K13044	355
O14979	HnrPdl	K13044	420
Q53GL6	RalY	K12895	307
Q9UKM9	RalY	K12895	307
P52597	HnrNpf	K12898	415
P31943	HnrNph1	K12898	449
P55795	HnrNph2	K12898	449
P31942	HnrNph3	K12898	346
Q53F48	HnrNph3	K12898	346
A6NIT8	HnrNpl	K13159	589
P14866	HnrNpl	K13159	589
Q6NTA2	HnrNpl	K13159	589
Q8WVV9	HnrPll	K13159	542
A8K894	HnrPll	K13159	542
O60506	SynCrip	K13160	623
B7Z645	SynCrip	K13160	623
Q59GL1	SynCrip	K13160	623
O43390	HnrNpr	K13161	637
Q0VGD6	HnrNpr	K13161	637
Q6MZS5	HnrNpr	K13161	637
Q32Q82	PcbP2	K13162	366
Q15366	PcbP2	K13162	366
Q6IPF4	PcbP2	K13162	366
F8VYL7	PcbP2	K13162	366
Q59HD4	PcbP2	K13162	366
Q68Y55	PcbP2	K13162	366
A8K7X6	PcbP2	K13162	366
P57721	PcbP3	K13162	371
P57723	PcbP4	K13162	424
B3KWR7	Msl1	K13163	614
Q68DK7	Msl1	K13163	614
Q9HCI7	Msl2	K13164	577
Q8IWE6	SrsF11	K12899	484
Q05519	SrsF11	K12899	484
Q8WXA9	SreK1	K13165	514
B3KRJ9	SreK1	K13165	514
Q8IX01	SugP2	K13166	1082
A8K5G0	SugP2	K13166	1082
O95104	SfrS15	K13167	1147
C9JLZ0	SfrS15	K13167	1147
Q8N2M8	ClaSrp	K13168	674
Q05DA9	AkaP17a	K13169	695
Q02040	AkaP17a	K13169	695
Q8TF01	SfrS18	K13170	805
Q8TEZ9	SfrS18	K13170	805
Q8IYB3	SrrM1	K13171	916
Q9UQ35	SrrM2	K13172	2752
Q9NWB6	ArgLu1	K13173	273
Q96FV9	ThoC1	K12878	657
Q8NI27	ThoC2	K12879	1593
Q96J01	ThoC3	K12880	351
E9PB61	ThoC4	K12881	264
Q86V81	ThoC4	K12881	264
Q13769	ThoC5	K13174	683
Q86W42	ThoC6	K13175	341
Q6I9Y2	ThoC7	K13176	204
Q13838	Bat1	K12812	487
Q92499	Ddx1	K13177	740
A3RJH1	Ddx1	K13177	740
O00571	Ddx3x	K11594	662
B4E3E8	Ddx3x	K11594	662
O15523	Ddx3y	K11594	660
Q92841	Ddx17	K13178	652
Q59F66	Ddx17	K13178	652
Q9NVP1	Ddx18	K13179	670
Q8N254	Ddx18	K13179	670
Q5JSJ4	Ddx26b	K13180	861
Q96GQ7	Ddx27	K13181	796
O00148	Ddx39	K13182	427
Q9BQ39	Ddx50	K13183	737
Q08211	Dhx9	K13184	1270
B3KU66	Dhx9	K13184	1270
Q7L2E3	Dhx30	K13185	1194
P98179	Rbm3	K13186	169
E7EQS3	Rbm4	K13187	364
Q9BWF3	Rbm4	K13187	364
B4E1U0	Rbm4	K13187	364
Q9BQ04	Rbm4b	K13187	359
Q9Y580	Rbm7	K13188	266
Q96PK6	Rbm14	K13189	669
Q2PYN1	Rbm14	K13189	669
Q8NDT2	Rbm15b	K13190	890
Q96T37	Rbm15	K13190	977
Q86VW9	Rbm15	K13190	977
Q05BU5	Rbm16	K13191	1271
Q8NDE9	Rbm16	K13191	1271
Q9UPN6	Rbm16	K13191	1271
Q5T8P6	Rbm26	K13192	1007
Q9P2N5	Rbm27	K13193	1060
P55265	AdaR	K12968	1269
P78563	AdaRb1	K13194	741
Q4AE77	AdaRb1	K13194	741
Q13185	Cbx3	K11586	183
A4D177	Cbx3	K11586	183
Q14011	CirBp	K13195	297
Q53XX5	CirBp	K13195	297
P16989	CsdA	K06099	372
Q92785	Dpf2	K13196	391
O00425	Igf2bp3	K13197	579
Q07666	KhdRbs1	K13198	443
Q8NC51	SerBp1	K13199	465
Q63HR1	SerBp1	K13199	465
Q5VU21	SerBp1	K13199	465
Q96SI9	StrBp	K13200	672
A8K4L9	TiaL1	K13201	392
Q49AS9	TiaL1	K13201	392
Q01085	TiaL1	K13201	392
Q96GM8	Toe1	K13202	510
Q96KR1	Zfr	K13203	1074
Q05D65	Zfr	K13203	1074
Q5BKZ1	Znf326	K13204	582
Q9Y312	C20Orf4	K13205	398
Q9H0G5	CcdC55	K13206	558
B4DFW7	Clk1	K08823	484
P49759	Clk1	K08823	484
P49760	Clk2	K08823	499
Q9BRG8	Clk2	K08823	499
P49761	Clk3	K08823	638
B3KRI8	Clk3	K08823	638
Q9HAZ1	Clk4	K08823	481
B4E2U5	CelF1	K13207	514
Q92879	CelF1	K13207	514
F8W940	CelF1	K13207	514
O95319	CelF2	K13207	521
E9PC62	CelF2	K13207	521
Q5SZQ8	CelF3	K13207	465
Q59G45	CelF3	K13207	465
Q5SZQ7	CelF3	K13207	465
Q9BZC1	CelF4	K13207	486
B4DG28	CelF6	K13207	481
Q96J87	CelF6	K13207	481
B4DJB6	CelF6	K13207	481
Q8N6W0	CelF5	K13207	485
O75061	DnaJc6	K09526	913
O75937	DnaJc8	K09528	253
O75165	DnaJc13	K09533	2243
Q12926	ElaVl2	K13208	387
Q14576	ElaVl3	K13208	367
P26378	ElaVl4	K13208	385
B7Z4G7	ElaVl4	K13208	385
Q01844	EwsR1	K13209	661
Q96FE8	EwsR1	K13209	661
Q96MX4	EwsR1	K13209	661
Q96MN4	EwsR1	K13209	661
Q9BWA2	EwsR1	K13209	661
B0QYK1	EwsR1	K13209	661
Q92945	KhsRp	K13210	711
Q96AE4	FubP1	K13210	665
A3KFK8	FubP3	K13210	572
Q96I24	FubP3	K13210	572
Q9Y5B6	GcfC1	K13211	917
Q8N6E6	GcfC1	K13211	917
B7Z500	Luc7l2	K13212	458
Q9Y383	Luc7l2	K13212	458
B7Z4Q3	Luc7l2	K13212	458
P43243	MatR3	K13213	895
Q9H4N1	MatR3	K13213	895
B7ZAV5	MatR3	K13213	895
Q15233	NonO	K13214	471
F5GYZ3	NonO	K13214	471
B7Z4C2	NonO	K13214	471
Q9BQI9	NriP2	K13215	281
A2RRE3	NriP2	K13215	281
P62136	Ppp1ca	K06269	414
A6NNR3	Ppp1ca	K06269	414
Q07161	Ppp1ca	K06269	414
P62140	Ppp1cb	K06269	327
P36873	Ppp1cc	K06269	332
Q12972	Ppp1r8	K13216	351
Q5TEJ4	Ppp1r8	K13216	351
Q6ICT4	Ppp1r8	K13216	351
O14744	PrmT5	K02516	637
A8MZ91	PrmT5	K02516	637
Q13523	PrpF4b	K08827	1007
Q86UA1	PrpF39	K13217	669
A6NLN1	PtbP1	K13218	557
P26599	PtbP1	K13218	557
Q9BUQ0	PtbP1	K13218	557
P23246	SfpQ	K13219	707
Q86VG2	SfpQ	K13219	707
B4DS61	SrpK1	K08831	655
Q96SB4	SrpK1	K08831	655
P78362	SrpK2	K08831	699
P12956	XrcC6	K10884	609
B1AHC8	XrcC6	K10884	609
O75554	Wbp4	K13220	376
Q9BQA1	Wdr77	K13221	342
Q75ME0	Stx1a	K04560	288
Q16623	Stx1a	K04560	288
P61266	Stx1b	K08486	288
P32856	Stx2	K08486	288
Q53YE2	Stx3	K08486	289
Q13277	Stx3	K08486	289
B4DME0	Stx3	K08486	289
Q12846	Stx4	K13502	297
Q8N4C7	Stx19	K08487	294
O75558	Stx11	K08487	287
O15400	Stx7	K08488	261
Q86Y82	Stx12	K13813	299
Q96NA8	TsnAre1	K13814	514
E1P5M0	Stx16	K08489	325
O14662	Stx16	K08489	325
B4DJX9	Stx16	K08489	325
Q6GMS8	Stx16	K08489	325
Q13190	Stx5	K08490	355
F8W8Q9	Stx5	K08490	355
P56962	Stx17	K08491	302
Q9P2W9	Stx18	K08492	335
Q9UEU0	Vti1b	K08493	232
Q96AJ9	Vti1a	K08493	217
Q5W0D7	Vti1a	K08493	217
O95249	GosR1	K08495	250
E9PCW1	GosR1	K08495	250
O14653	GosR2	K08496	232
Q8N4B8	GosR2	K08496	232
Q12981	BniP1	K08497	228
O43752	Stx6	K08498	255
O60499	Stx10	K08498	249
Q9UNK0	Stx8	K08501	236
Q53XK0	Bet1	K08504	127
O15155	Bet1	K08504	127
Q9NYM9	Bet1l	K08504	290
Q9NZ43	Use1	K08507	259
P60880	SnaP25	K08508	206
O00161	SnaP23	K08508	211
A8K287	SnaP23	K08508	211
Q5SQN1	SnaP47	K08509	464
O95721	SnaP29	K08509	258
P23763	VamP1	K08510	143
P63027	VamP2	K13504	118
Q15836	VamP3	K13505	100
Q6FGG2	VamP3	K13505	100
Q9BRV4	VamP3	K13505	100
Q9BV40	VamP8	K08512	100
O75379	VamP4	K08513	141
Q6IAZ3	VamP4	K08513	141
O95183	VamP5	K08514	116
Q6FG93	VamP5	K08514	116
P51809	VamP7	K08515	220
A4D2J0	Ykt6	K08516	198
O15498	Ykt6	K08516	198
O75396	Sec22b	K08517	215
Q5T5C0	StxBp5	K08518	1151
Q9Y2K9	StxBp5l	K08518	1186
Q8NFX7	StxBp6	K08519	210
Q96IW7	Sec22a	K08520	307
Q9BRL7	Sec22c	K08520	303
P17612	PrkAca	K04345	672
P22694	PrkAcb	K04345	358
B2RB89	PrkAcb	K04345	358
B4DKB0	PrkAcb	K04345	358
B1APG4	PrkAcb	K04345	358
B7ZA00	PrkAcb	K04345	358
P22612	PrkAcg	K04345	351
P51817	PrkX	K04345	358
Q13976	PrkG1	K07376	686
Q13237	PrkG2	K07376	762
P41743	PrkCi	K06069	596
E9PCW2	PrkCz	K06069	592
B7Z2J7	PrkCz	K06069	592
Q05513	PrkCz	K06069	592
P17252	PrkCa	K02677	672
B5BU22	PrkCa	K02677	672
Q7Z727	PrkCa	K02677	672
P05771	PrkCb	K02677	671
P05129	PrkCg	K02677	710
Q05655	PrkCd	K06068	676
Q02156	PrkCe	K06068	737
P24723	PrkCh	K06068	683
Q04759	PrkCq	K06068	706
Q9Y243	Akt3	K04456	479
P31749	Akt1	K04456	480
B0LPE5	Akt1	K04456	480
B3KVH4	Akt1	K04456	480
B4DG79	Akt2	K04456	481
P31751	Akt2	K04456	481
E5KR05	DmpK	K08788	655
Q09013	DmpK	K08788	655
E5KR08	DmpK	K08788	655
E5KR07	DmpK	K08788	655
E5KR06	DmpK	K08788	655
Q13464	RocK1	K04514	1354
O75116	RocK2	K04514	1388
Q8WTQ7	Grk7	K00909	553
Q15835	Grk1	K00909	563
P25098	AdrBk1	K00910	689
P35626	AdrBk2	K00910	688
Q8N433	AdrBk2	K00910	688
P32298	Grk4	K08291	578
P34947	Grk5	K08291	590
P43250	Grk6	K08291	589
Q9Y2H9	MasT1	K08789	1570
O60307	MasT3	K08789	1309
Q6P0Q8	MasT2	K08789	1798
O15021	MasT4	K08789	2626
